MeterID,Name,Totalflow,Col_Order,IsActive,READINGTYPE,ITEM,Statutory,Description,MeterType,MeterNo,MasterStationID,Date_Time,UOMID,GroupID,Level,Formula,FlowRate,MaxReading,Prefix,ActualFormula,SlaveID,FlowRate_Current
65,PRANAV 25-C KGS,6816.6802,490,1,Auto,Energy,0,Pranav-25Kgs ,81,NULL,NULL,19-02-2025 06:07,6,6,1,NULL,100,99999999,A,NULL,NULL,-1
66,THIES 30 KGS,55495.352,460,1,Auto,Energy,0,THIES 30 KGS ,181,NULL,NULL,19-02-2025 12:18,6,6,1,NULL,100,99999999,A,NULL,NULL,-1
67,REVERSING M/C,48601.592,760,1,Auto,Energy,0,REVERSING M/C,181,NULL,NULL,19-02-2025 14:58,6,8,1,NULL,100,99999999,A,NULL,NULL,-1
68,COMPRESSOR-4,61814.1523,90,1,Auto,Energy,0,COMPRESSOR-4,181,NULL,NULL,19-02-2025 14:58,6,5,1,NULL,100,99999999,A,NULL,NULL,-1
69,SLIT OPEN 4 (E+L),472.128,630,1,Auto,Energy,0,SLIT OPEN 4 (E+L),181,NULL,NULL,19-02-2025 12:18,6,8,1,NULL,100,99999999,A,NULL,NULL,-1
70,AGER,8311.32,0,0,Auto,Energy,0,,8,NULL,NULL,29-06-2018 11:18,6,8,1,NULL,100,99999999,A,NULL,NULL,-2
71,INSPECTION,6348.1138,770,1,Auto,Energy,0,INSPECTION,81,NULL,NULL,19-02-2025 14:58,6,8,1,NULL,100,99999999,A,NULL,NULL,-1
72, ADFT-2 (B) 350LTR,387929.2188,1230,1,Auto,Energy,0,ATFD-2,81,NULL,NULL,29-01-2024 08:19,6,1,1,NULL,100,99999999,A,NULL,NULL,-1
73,ETP NEW,2816770.048,1090,1,Auto,Energy,0,ETP NEW,181,NULL,NULL,26-09-2024 15:11,6,1,1,NULL,100,99999999,A,NULL,NULL,-1
74,MV PANEL-1,11285978,10,1,Auto,Energy,0,MV PANEL-1,181,NULL,NULL,19-02-2025 14:58,6,9,1,NULL,9999999,99999999,A,NULL,NULL,-1
75,MV PANEL-2,9209817,11,1,Auto,Energy,0,MV PANEL-2,181,NULL,NULL,19-02-2025 14:58,6,9,1,NULL,99999999,99999999,A,NULL,NULL,-1
76,EVAPORATOR-5 (NEW),3228737.024,1200,1,Auto,Energy,0,EVAPORATOR-5 (NEW),181,NULL,NULL,26-09-2024 15:11,6,1,1,NULL,100,99999999,A,NULL,NULL,-1
77,W-PROCESSING FEED,69877989,0,0,Auto,Water,0,,18,NULL,NULL,25-06-2022 11:46,5,10,1,NULL,50000,256000000,A,NULL,NULL,0
78,W-COOLING RETURN,154337145,0,0,Auto,Water,0,,18,NULL,NULL,21-06-2022 18:30,5,10,1,NULL,50000,256000000,A,NULL,NULL,0
79,W-BINACO STRETCH PLUS,7592042,0,0,Auto,Water,0,,3,6,NULL,17-08-2021 17:49,5,10,1,NULL,50000,256000000,A,NULL,NULL,0
80,W-BIANCO SLIT OPEN,10754298,0,0,Auto,Water,0,,3,5,NULL,17-08-2021 17:49,5,10,1,NULL,50000,256000000,A,NULL,NULL,0
81,W-SANTEX STRETCH PLUS,3101525,0,0,Auto,Water,0,,3,2,NULL,17-08-2021 17:49,5,10,1,NULL,50000,256000000,A,NULL,NULL,0
82,W-CORINO SLIT OPEN,9141321,0,0,Auto,Water,0,,3,7,NULL,17-08-2021 17:49,5,10,1,NULL,50000,256000000,A,NULL,NULL,0
83,W-MPSL & D,27962121,0,0,Auto,Water,0,,3,1,NULL,17-08-2021 17:49,5,10,1,NULL,50000,256000000,A,NULL,NULL,0
84,W-SANTEX DRYER,3835992,0,0,Auto,Water,0,,3,4,NULL,17-08-2021 17:49,5,10,1,NULL,50000,256000000,A,NULL,NULL,0
85,W-EHWA STENTER,17164989,0,0,Auto,Water,0,,3,3,NULL,17-08-2021 17:49,5,10,1,NULL,50000,256000000,A,NULL,NULL,0
86,W-BOILER CONDENSATE,83506350,0,0,Auto,Water,0,,18,NULL,NULL,25-06-2022 11:46,5,10,1,NULL,50000,256000000,A,NULL,NULL,0
87,W-BOILER FEED WATER TANK,53407021,0,0,Auto,Water,0,,18,NULL,NULL,25-06-2022 11:46,5,10,1,NULL,50000,256000000,A,NULL,NULL,0
88,MLSB-1,649098.816,12,1,Auto,Energy,0,MLSB-1,181,NULL,NULL,19-02-2025 14:58,6,9,1,NULL,100,99999999,A,NULL,NULL,-1
89,MLSB-2,327678.0313,13,1,Auto,Energy,0,MLSB-2,81,NULL,NULL,19-02-2025 14:58,6,9,1,NULL,100,99999999,A,NULL,NULL,-1
90,W-EVAPORATOR CONDENSATE,39631977,0,0,Auto,Water,0,,18,NULL,NULL,25-06-2022 11:46,5,10,1,NULL,50000,256000000,A,NULL,NULL,0
91,MPS-L,13034.56,300,1,Auto,Energy,0,MPS-L,181,NULL,NULL,19-02-2025 14:04,6,6,1,NULL,100,99999999,A,NULL,NULL,-1
92,MPS-D,41445.392,310,1,Auto,Energy,0,MPS-D,181,NULL,NULL,19-02-2025 13:48,6,6,1,NULL,100,99999999,A,NULL,NULL,-1
93,14T COAL BOILER,4113423.872,120,1,Auto,Energy,0,14T COAL BOILER,181,NULL,NULL,19-02-2025 14:58,6,4,1,NULL,10000,99999999,A,NULL,NULL,-1
94,W-14T BOILER FEED,52070955,0,0,Auto,Water,0,,18,NULL,NULL,25-06-2022 11:46,5,10,1,NULL,50000,256000000,A,NULL,NULL,0
95,COAL BOILER CONVEYAR,3407.763,140,1,Auto,Energy,0,COAL BOILER CONVEYAR,181,NULL,NULL,19-02-2025 14:58,6,4,1,NULL,100,99999999,A,NULL,NULL,-1
96,THERMOPAC-1,3595805,150,1,Auto,Energy,0,THERMOPAC-1,81,NULL,NULL,19-02-2025 14:58,6,4,1,NULL,100,99999999,A,NULL,NULL,-1
97,PRESSURE FEED,540392.576,297,1,Auto,Energy,0,PRESSURE FEED,181,NULL,NULL,26-09-2024 15:11,6,6,1,NULL,100,99999999,A,NULL,NULL,-1
98,THERMOPAC CONVEYAR,136222.9063,170,1,Auto,Energy,0,THERMOPAC CONVEYAR,81,NULL,NULL,19-02-2025 14:58,6,4,1,NULL,100,99999999,A,NULL,NULL,-1
99,ETP NEW DOSZING,273658.5938,1100,1,Auto,Energy,0,ETP NEW DOSZING,81,NULL,NULL,26-09-2024 10:29,6,1,1,NULL,100,99999999,A,NULL,NULL,-1
100,KNITTING SSB 11,3289140.75,2010,1,Auto,Energy,0,KNITTING SSB 11,81,NULL,NULL,19-02-2025 14:58,6,13,1,NULL,100,99999999,A,NULL,NULL,-1
101,HO SSB 14,1688201.625,2030,1,Auto,Energy,0,HO SSB 14,81,NULL,NULL,19-02-2025 14:58,6,13,1,NULL,999999,99999999,A,NULL,NULL,-1
102,DOMESTIC SSB 14 F,1042252.992,2040,1,Auto,Energy,0,DOMESTIC SSB 14 F,181,NULL,NULL,19-02-2025 14:58,6,13,1,NULL,999999,99999999,A,NULL,NULL,-1
103,GEENA LOT SSB 14 A,0,2050,1,Auto,Energy,0,GEENA LOT SSB 14 A,81,NULL,NULL,19-02-2025 14:58,6,13,1,NULL,100,99999999,A,NULL,NULL,-1
105,THIES 1750 KGS,160775.2,340,1,Auto,Energy,0,Thies-iMaster-1750Kg,181,NULL,NULL,19-02-2025 11:47,6,6,1,NULL,100,99999999,A,NULL,NULL,-1
106,BRUCKNER STENTER,601474.4375,690,1,Auto,Energy,0,BRUCKNER STENTER,81,NULL,NULL,19-02-2025 15:42,6,8,1,NULL,100,99999999,A,NULL,NULL,-1
110,SLIT OPEN 2 (CORINO),6461.876,610,1,Auto,Energy,0,SLIT OPEN 2 (CORINO),81,NULL,NULL,19-02-2025 12:18,6,8,1,NULL,100,99999999,A,NULL,NULL,-1
111,THERMOPAC-2,3703128.25,160,1,Auto,Energy,0,THERMOPAC-2,81,NULL,NULL,19-02-2025 14:58,6,4,1,NULL,100,99999999,A,NULL,NULL,-1
112,BIANCO COMPACTING-1,150620.2813,740,1,Auto,Energy,0,BIANCO COMACTING-1,81,NULL,NULL,19-02-2025 15:42,6,7,1,NULL,100,99999999,A,NULL,NULL,-1
113,SSB 2,954705.728,15,1,Auto,Energy,0,SSB 2,181,NULL,NULL,19-02-2025 13:40,6,9,1,NULL,100,99999999,A,NULL,NULL,-1
114,FORCED PLANT NEW,3229771.75,1210,1,Auto,Energy,0,FORCED PLANT NEW,81,NULL,NULL,26-09-2024 10:29,6,1,1,NULL,1000,99999999,A,NULL,NULL,-1
115,KNITTING-2,491783.9688,2020,1,Auto,Energy,0,KNITTING-2,81,NULL,NULL,19-02-2025 14:58,6,13,1,NULL,100,99999999,A,NULL,NULL,-1
116,COMPRESSOR-5 (KNITTING),867483.625,100,1,Auto,Energy,0,COMPRESSOR-5 (KNITTING),81,NULL,NULL,19-02-2025 14:58,6,5,1,NULL,999999,99999999,A,NULL,NULL,-1
117,LAB,845957.75,295,1,Auto,Energy,0,LAB,81,NULL,NULL,19-02-2025 12:18,6,6,1,NULL,100,99999999,A,NULL,NULL,-1
118,COMPRESSOR-6 (KNITTING),886633.8125,110,1,Auto,Energy,0,COMPRESSOR-6 (KNITTING),81,NULL,NULL,19-02-2025 14:40,6,5,1,NULL,999999,99999999,A,NULL,NULL,-1
119,DMS STENTER,625417.875,700,1,Auto,Energy,0,DMS STENTER,81,NULL,NULL,19-02-2025 15:42,6,8,1,NULL,100,99999999,A,NULL,NULL,-1
120,LAFER COMPACTING,114459.0234,730,1,Auto,Energy,0,LAFER COMPACTING,81,NULL,NULL,19-02-2025 15:42,6,7,1,NULL,100,99999999,A,NULL,NULL,-1
121,BRUSHING MACHINE,200833.1406,710,1,Auto,Energy,0,BRUSHING MACHINE,81,NULL,NULL,19-02-2025 15:42,6,8,1,NULL,100,99999999,A,NULL,NULL,-1
